"","vc66_iv1","vc67_iv1","vc1_iv1","vc10_iv1","vc11_iv1","vc12_iv1","vc13_iv1","vc14_iv1","vc15_iv1","vc16_iv1","vc17_iv1","vc18_iv1","vc19_iv1","vc2_iv1","vc20_iv1","vc21_iv1","vc22_iv1","vc23_iv1","vc24_iv1","vc25_iv1","vc26_iv1","vc27_iv1","vc28_iv1","vc29_iv1","vc3_iv1","vc30_iv1","vc31_iv1","vc32_iv1","vc33_iv1","vc36_iv1","vc37_iv1","vc38_iv1","vc39_iv1","vc4_iv1","vc40_iv1","vc41_iv1","vc42_iv1","vc43_iv1","vc44_iv1","vc45_iv1","vc46_iv1","vc47_iv1","vc48_iv1","vc49_iv1","vc5_iv1","vc50_iv1","vc51_iv1","vc52_iv1","vc53_iv1","vc54_iv1","vc55_iv1","vc56_iv1","vc57_iv1","vc58_iv1","vc59_iv1","vc6_iv1","vc60_iv1","vc61_iv1","vc62_iv1","vc63_iv1","vc64_iv1","vc65_iv1","vc7_iv1","vc8_iv1","vc9_iv1","s34_vc5","s35_vc5","s36_vc5","s37_vc5","s38_vc5","s39_vc5","s40_vc5","s41_vc5","s42_vc5","s43_vc5","s44_vc5","s45_vc5","s46_vc5","s47_vc5","s48_vc5","s49_vc5","s50_vc5","s51_vc5","s52_vc5","s53_vc5","s54_vc5","s55_vc5","s56_vc5","s57_vc5","s58_vc5","s59_vc5","s60_vc5","s61_vc5","s62_vc5","s63_vc5","s64_vc5","s65_vc6","s66_vc6","s67_vc6","s68_vc6","s69_vc6","s70_vc6","s71_vc6","s72_vc6","s73_vc6","s74_vc6","s75_vc6","s76_vc6","s77_vc6","s78_vc6","s79_vc6","s80_vc6","s81_vc6","s82_vc6","s83_vc6","s84_vc6","s85_vc6","s86_vc6","s87_vc6","s88_vc6","s89_vc6","s90_vc6","s91_vc6","s92_vc6","s93_vc6","s94_vc6","s95_vc6","s96_vc6","s97_vc6","s98_vc6","s99_vc6","s100_vc6","s101_vc6","s102_vc6","s103_vc6","s104_vc6","s105_vc6","s106_vc6","s107_vc6","s108_vc6","s109_vc6","s110_vc6","s111_vc6","s112_vc6","s113_vc6","s114_vc6","s115_vc6","s116_vc6","s117_vc6","s118_vc6","s119_vc6","s120_vc6","s121_vc6","s122_vc6","s123_vc6","s124_vc6","s125_vc6","s126_vc6","s127_vc6","s128_vc6","s1_vc09","s10_vc09","s11_vc09","s12_vc09","s13_vc09","s14_vc09","s15_vc09","s16_vc09","s17_vc09","s18_vc09","s19_vc09","s2_vc09","s20_vc09","s21_vc09","s22_vc09","s23_vc09","s24_vc09","s25_vc09","s26_vc09","s27_vc09","s28_vc09","s29_vc09","s3_vc09","s30_vc09","s4_vc09","s5_vc09","s6_vc09","s7_vc09","s8_vc09","s9_vc09","s1_vc13","s10_vc13","s11_vc13","s12_vc13","s13_vc13","s14_vc13","s15_vc13","s16_vc13","s17_vc13","s18_vc13","s19_vc13","s2_vc13","s20_vc13","s21_vc13","s22_vc13","s23_vc13","s24_vc13","s25_vc13","s26_vc13","s27_vc13","s28_vc13","s29_vc13","s3_vc13","s30_vc13","s31_vc13","s32_vc13","s33_vc13","s34_vc13","s35_vc13","s36_vc13","s37_vc13","s38_vc13","s39_vc13","s4_vc13","s40_vc13","s41_vc13","s42_vc13","s43_vc13","s44_vc13","s45_vc13","s5_vc13","s6_vc13","s7_vc13","s8_vc13","s9_vc13","s1_vc17","s10_vc17","s11_vc17","s12_vc17","s13_vc17","s14_vc17","s15_vc17","s16_vc17","s17_vc17","s18_vc17","s19_vc17","s2_vc17","s20_vc17","s21_vc17","s22_vc17","s23_vc17","s24_vc17","s25_vc17","s26_vc17","s27_vc17","s28_vc17","s29_vc17","s3_vc17","s30_vc17","s31_vc17","s32_vc17","s33_vc17","s34_vc17","s35_vc17","s36_vc17","s37_vc17","s38_vc17","s39_vc17","s4_vc17","s40_vc17","s41_vc17","s42_vc17","s5_vc17","s6_vc17","s7_vc17","s8_vc17","s9_vc17"
"lm68 mapping",3194,4099,294,0,0,124,171,0,5683,253,1662,4,775,0,1895,646,1371,28,6,0,693,37,905,5,0,100,2229,0,72,225,0,0,0,1683,0,0,796,0,56,0,16,2063,0,2273,1,719,262,2431,0,0,0,0,0,1440,476,1841,0,8,0,0,0,4818,21,327,550,2335,0,0,0,0,0,0,0,0,0,0,655,2710,3320,6217,2769,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,139,201,0,0,7413,1721,0,0,0,2033,0,629,2299,1834,0,227,2002,2449,0,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2808,0,0,0,0,0,0,1300,2398,0,553,0,1,0,1299,1164,4,136,0,6590,5988,3300,1740,2586,3452,2422,775,0,0,0,0,0,0,0,32486,0,0,0,0,0,0,0,1013,1112,3884,2629,3164,0,4864,0,5764,0,0,0,0,0,0,0,0,3422,0,1447,7444,1707,1617,351,2390,0,0,671,3094,5304,1901,2385,0,0,0,58,1225,0,11712,3216,3537,22,0,0,0,0,0,0,128,121,0,61,168,833,2643,0,381,12,0,0,0,0,0,0,9765,0,0,74295,20746,10127,0,10099,15166,14410,0,0,0,0,20882,4190,48898,36293,229296,0,0,0,0,0,0,0,0,0,0,0,2019,0,4320,0,187,0,0,0
"lm69 mapping",1495,1325,0,0,0,78,172,0,1620,100,1258,3,135,0,1226,202,627,5,0,0,135,119,72,0,0,18,209,0,635,0,0,0,0,1453,0,0,752,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,23,888,1122,0,0,0,0,0,0,6,13,1085,523,0,0,0,0,0,0,0,0,0,0,6369,0,0,1504,1260,0,0,0,0,0,0,0,0,13124,0,0,0,0,0,0,0,0,0,2,0,2325,1,0,0,232,0,0,2780,1400,0,1,2975,2189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,2441,2,0,0,5,0,0,0,1,2961,4,962,872,605,901,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2337,509,5562,1410,1973,0,1135,0,1766,0,0,0,0,0,0,0,0,0,81,0,1778,431,470,0,650,0,0,429,0,1060,1919,1852,0,0,0,0,0,0,1849,1595,683,0,672,2,0,0,0,0,0,0,0,710,288,53,1153,0,0,11,4,0,0,0,2959,0,1629,0,0,0,0,1606,1031,0,0,2067,0,0,0,0,14328,5002,0,4519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266,0,0,0,0,0
"lm70 mapping",1026,523,0,405,70,10,0,0,296,194,258,0,84,0,281,132,2,4,31,0,237,2,187,60,0,13,255,155,12,133,0,0,0,1418,73540,0,481,0,0,0,0,1125,0,672,3,0,128,3037,0,0,0,0,0,0,0,3386,0,0,0,0,46,0,4,114,1427,299,0,0,0,0,0,0,0,0,0,0,5289,1836,17885,2323,90,0,0,0,0,0,0,0,0,757,0,0,0,51305,0,0,5809,157,0,0,856,1694,0,0,0,384,0,23,975,962,0,220,1649,2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973,0,0,0,0,0,0,0,0,0,0,380,345,3,660,345,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,0,1723,469,265,0,290,0,0,0,0,0,0,0,0,0,88,0,0,3700,3302,1291,60,11,2057,0,0,0,2731,2692,778,439,0,0,0,0,2360,0,5965,709,0,133,0,0,0,0,748,0,0,0,2729,0,23,0,709,0,0,8,0,0,0,0,0,0,323,0,0,0,0,0,0,0,923,838,0,0,0,0,0,0,0,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,0,0,0
"lm71 mapping",1062,857,98,0,404,74,0,0,2593,440,502,19,376,0,1252,288,756,5,0,159,944,53,1062,3,0,138,975,149,991,0,0,0,0,2550,0,0,771,0,58,0,0,1943,0,952,28,18722,380,1814,0,0,0,0,0,178,0,1822,0,0,0,0,0,0,4,52,2075,369,0,0,0,0,0,0,0,0,0,0,681,0,0,2239,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4187,0,0,7891,0,1241,997,13,47,0,95,0,1204,383,355,10864,4278,479,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,178,0,0,0,66,4,0,0,0,0,0,474,1715,803,208,780,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,1326,464,362,855,1822,784,0,1449,0,0,0,0,0,0,0,0,0,58,1325,2364,0,1581,146,1153,0,0,17335,1585,1965,0,2141,0,0,0,0,3014,0,3745,0,2469,27,0,0,0,0,0,0,28,306,0,234,0,0,708,224,0,0,17,0,0,0,0,0,1566,0,0,0,0,0,3872,0,0,1147,0,0,0,0,0,2651,0,1702,0,0,0,0,0,0,0,0,0,0,0,354,0,0,1094,0,0,0,0,0
"lm72 mapping",1109,1532,0,1347,112,383,140,0,2978,200,719,1,502,0,1345,188,484,9,0,0,29,3,116,1,221,1,40,0,2,334,0,1061,0,4749,0,0,360,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,1789,0,0,0,0,0,0,16958,76,1664,484,0,0,0,0,0,0,0,0,0,0,1291,0,6164,3042,774,0,0,0,0,0,968,0,0,2,0,0,0,0,0,0,0,0,10877,0,595,510,0,0,0,0,2179,0,367,217,1572,2,885,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,0,0,159,0,5,0,2179,6660,1,0,0,0,4185,825,571,626,485,0,318,34137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1238,189,803,119,0,1063,2350,0,1182,0,0,0,0,0,0,0,0,0,0,2537,1155,360,615,146,892,0,0,210,2782,1407,1807,2940,0,0,0,0,992,0,1203,2820,1589,0,0,3,0,0,0,0,0,35,0,0,132,12,1018,0,0,2,1,0,0,0,13804,0,0,0,0,0,0,0,2716,0,525,0,0,0,0,0,0,20851,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1247,0,0,0,0,0
"lm73 mapping",2604,2544,0,0,0,1996,222,394,7256,764,1244,6,1489,281,3345,446,3215,98,29,713,1319,283,1373,36,0,103,1696,10323,1270,5021,0,4420,0,961,0,0,490,0,0,0,16,742,0,0,3,0,498,640,0,0,814,0,0,4976,0,273,5708,0,249,576,6,1,14,30,336,1068,0,0,0,0,0,0,4312,0,0,0,1541,0,3276,1803,2272,0,0,0,0,0,0,0,0,18533,0,0,0,981,0,0,0,0,0,2839,1091,1994,2698,0,0,206,0,44,1370,2392,553,381,839,2297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,0,0,2170,965,0,0,0,3,163,1283,0,0,0,424,246,4172,4092,1602,662,0,0,0,0,0,0,2916,0,0,4855,0,0,0,0,0,2893,2027,6210,807,3591,2891,3059,0,0,0,0,0,0,0,0,0,1494,0,119,0,3861,3983,5515,178,1318,0,0,1441,0,4086,9121,5581,0,0,0,0,0,0,3578,4661,10431,0,0,0,0,0,1618,0,271,595,0,0,1419,676,1663,0,481,7,150,0,0,0,0,0,9694,0,0,0,0,3018,11700,0,8558,11687,0,0,8442,0,8268,12412,4184,16984,0,0,0,0,0,0,0,0,0,0,910,0,0,0,2314,0,0,0,0,4656
"lm74 mapping",1429,1945,8172,0,92,121,0,0,2507,57,1248,9,397,0,1250,3090,372,107,0,0,1242,184,2411,394,0,822,1431,189,797,0,0,0,0,2638,0,0,1108,0,0,0,16,267,0,0,565,0,0,0,2228,0,48248,2810,0,934,0,7025,850,0,0,0,8,13,97,323,1971,662,0,0,0,0,0,0,0,0,0,0,0,3335,339,774,451,0,0,0,0,0,0,1420,0,184,0,0,0,348,0,0,0,237,9103,2662,0,4772,0,0,0,486,1983,835,990,2277,1157,1582,830,5910,0,0,0,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,473,0,194,174,0,0,0,2028,6,0,0,7816,0,290,332,856,1493,350,440,0,0,0,0,0,0,0,0,0,0,0,0,0,5724,0,832,987,3617,118,3218,0,2250,0,3362,0,0,0,0,0,0,10,0,0,0,3290,6140,1844,5,12527,737,0,0,10,2529,3542,4476,68,0,3156,0,0,2557,92,7128,2499,154,192,0,6,0,0,1530,0,0,0,0,0,0,0,1132,0,0,3,0,0,0,0,0,0,590,0,0,0,0,4121,2033,0,4869,1252,0,0,0,0,1252,4176,13534,334,0,0,0,4843,0,0,0,0,0,0,0,0,8861,0,2623,0,0,0,0,0
"lm75 mapping",436,134,390,937,850,4,0,0,199,1,155,0,18,276,161,33,0,0,0,0,0,0,3,2,0,1,0,84,0,0,0,0,0,2192,0,0,0,0,0,0,0,0,0,0,2358,0,0,0,0,0,0,0,0,14,0,1208,0,0,0,0,0,0,15,36,1082,153,0,0,0,0,0,0,0,0,0,0,1387,963,0,175,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,122,0,939,0,0,0,0,0,1274,334,1492,0,585,1773,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241188,0,0,0,0,0,0,0,0,0,0,0,0,0,412,0,309,0,1,0,0,0,0,4,433,358,576,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,1002,922,1391,0,453,0,1553,0,0,0,0,0,0,0,0,0,305,0,0,754,1263,0,0,0,0,169,0,0,1867,2476,0,0,37,0,0,0,0,886,2475,0,0,0,0,0,0,0,44,0,0,0,0,422,522,0,0,4,0,0,0,0,0,0,1413,0,0,0,0,0,1496,0,837,183,0,0,0,0,0,551,952,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,0,0,0,0,0
"lm76 mapping",820,749,0,125,6174,13,0,0,688,2,343,0,123,0,233,23,0,3,0,0,0,6,4,2,0,1,1,0,0,0,0,0,0,883,0,0,0,0,0,0,0,0,0,0,1888,0,0,0,0,0,0,163,0,1846,451,320,1170,0,83,2649,0,706,12,2,371,374,0,0,0,0,0,0,0,0,0,0,0,0,179,489,697,0,0,0,0,0,213,0,0,0,0,0,0,0,171236,0,0,0,2821,0,0,204,0,0,0,0,5756,687,1377,331,2496,1180,1100,433,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,147,0,139,0,3,0,0,3,250934,0,0,0,0,374,735,898,1194,378,140,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,1732,1134,2316,802,610,1014,4283,0,2357,0,0,0,0,0,0,21,13,179,32,2873,3560,648,1181,63,9464,0,0,660,3343,2871,4719,283,0,0,0,0,2560,14,3898,3603,3776,106,349,0,0,0,0,0,15274,0,0,211,647,198,663,0,430,0,0,0,0,0,3995,0,669,0,0,0,0,1425,0,0,383,3367,0,0,0,0,0,4542,16265,2799,0,0,0,78596,0,0,0,0,0,0,0,0,9032,0,794,0,0,0,0,0
"lm77 mapping",1632,2085,0,0,0,299,290,0,2792,644,1329,7,2688,0,1492,299,1112,12,0,0,673,850,183,0,0,28,874,0,418,754,0,594,0,881,0,0,381,0,0,0,48,581,0,0,0,0,0,615,0,0,0,0,0,1978,317,1377,1431,54,462,0,0,161,66,19,951,810,0,0,0,0,0,0,0,0,0,0,3373,0,0,2392,0,0,0,0,0,0,0,0,0,162,0,0,0,175,0,0,0,116,0,0,1958,2184,0,4543,0,266,0,942,3074,2307,0,1366,1763,2589,0,0,0,0,0,0,0,8669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,29068,0,0,447,601,0,144,3021,19,0,74,46,37,39,0,8464,6578,382,3132,1835,809,654,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149,4164,1501,569,2582,0,444,0,1022,0,0,0,0,0,0,0,0,0,0,910,1096,2378,0,91,750,0,0,0,3144,2175,8401,137,0,0,0,0,9318,53,2044,6690,0,124,0,73,0,15625,3205,0,0,0,0,33,732,0,1458,0,247,18,0,0,0,0,0,0,1379,0,0,0,1864,3910,939,0,2916,2846,0,0,0,0,13139,10224,0,5728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2433,0,0,0,0,0
"lm78 mapping",3916,4019,177,0,0,89,0,1012,3725,1303,2401,2,823,0,1683,633,587,64,0,174,1385,13088,1670,542,0,269,2199,0,2999,1302,0,1832,0,1704,0,0,701,0,127,0,33,3094,0,1727,14,0,853,2777,1428,0,1397,0,0,5446,331,2150,1343,0,142,2054,7,960,83,2663,1168,1798,0,0,0,0,0,0,0,0,0,0,12587,0,0,4765,2717,0,0,0,0,0,0,0,0,357,0,0,0,730,0,336,107274,363,0,5104,3758,7172,0,1960,0,58097,0,5526,6420,6582,2579,5919,15854,6850,0,0,0,0,0,0,0,0,7892,7428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,0,1284,916,20,0,0,3481,51,994,21191,29,1169,363,1569,4254,1667,2926,777,0,0,0,0,0,0,0,0,8315,0,689,0,0,0,0,4353,2762,5929,1220,6481,6328,6169,0,6195,0,0,0,0,0,0,111,200,130,13,5999,8206,5070,2613,134,3468,0,0,914,9205,6827,4849,5399,0,128198,867,0,3634,0,11712,4077,4900,0,0,585,0,0,0,97256,0,153,0,0,4534,392,3178,0,0,362,125,0,85572,0,14091,0,5971,1445,0,0,6907,17528,6549,0,4101,6906,0,0,20053,0,30723,7691,3229,19255,0,0,0,0,0,0,0,0,0,0,0,934,0,0,4749,0,0,0,0,0
"lm79 mapping",2000,1900,0,0,0,69,0,251,1535,163,500,0,257,0,867,195,860,21,15,2012,1137,736,586,0,0,389,1633,0,980,275,0,806,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,61,491,0,0,0,0,0,7,13,253,778,0,0,0,0,0,0,0,0,0,0,21,0,0,2953,1797,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,10717,6482,0,3731,20,0,0,187,5393,768,96,1624,4340,343,285,2745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,0,0,401,0,0,0,8,0,0,0,0,2053,1011,2731,299,217,1025,419,0,0,0,0,0,0,0,0,0,0,8837,0,0,0,0,1833,1227,0,491,3870,1760,1344,0,1371,0,0,0,0,0,294437,0,0,0,26,1141,2240,1915,2765,15,235,0,0,618,1565,2820,3627,5390,0,0,0,7,999,0,2565,2957,6588,0,0,0,0,0,752,0,443,93,0,581,0,638,1634,0,0,5,90,0,0,0,0,0,5460,0,77357,0,0,2546,1855,0,4132,5027,0,0,0,0,24385,3934,2096,13643,0,0,0,0,0,0,0,25015,0,0,0,1215,0,0,1427,0,0,0,0,0
"lm80 mapping",2008,1780,0,0,0,219,0,293,3191,362,580,4,526,0,1481,453,1895,116,0,0,804,92,1910,8400,291,48,930,374,31,647,0,0,0,2034,0,0,771,0,0,0,0,2062,0,722,41,0,0,1030,0,0,0,0,0,998,609,690,2177,3,0,2289,18,160,52,48,1493,840,0,0,0,0,0,0,0,0,0,0,3312,0,0,1986,2467,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,3806,0,0,4777,1264,0,0,0,245,10787,683,3991,851,1433,444,2853,2433,0,0,0,0,0,0,0,0,0,2201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,1805,0,292,613,0,0,159,154,65,0,0,5674,0,442,1068,2006,599,1303,519,0,0,0,0,0,0,0,0,0,0,4287,0,0,0,0,1529,825,1610,540,1673,2425,1194,0,2038,0,0,0,0,0,0,118,0,0,37169,986,4972,998,3516,162,1848,0,0,998,1381,4761,3909,3774,0,0,52,0,1869,37,8158,1458,7722,0,0,0,0,0,1089,0,103,413,0,236,28,31,1537,0,1855,3,1310,0,0,0,0,0,2142,0,0,0,0,6316,473,0,3265,3360,0,0,0,0,5906,3086,8383,5850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1792,0,0,0,0,0
"lm81 mapping",1724,1690,404,733,756,101,142,250,1824,132,1126,1439,159,0,857,305,638,127,76,0,1914,698,2083,56,169,351,2417,91,710,565,0,0,0,2384,0,0,1840,0,0,0,0,0,0,0,3378,0,0,0,0,0,0,0,0,1464,0,3021,3900,0,174,796,0,58,17,91,749,695,0,0,0,0,0,52803,0,0,0,44,2798,7765,11948,1239,1638,0,0,0,0,0,856,0,0,119,0,0,0,0,0,7,0,164,7601,15,0,1473,47,0,0,360,4726,1620,917,909,4474,1370,1168,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,215,0,0,0,2,0,0,0,3085,0,187,501,1372,1421,2386,234,0,0,0,0,0,0,0,0,0,417,0,0,0,0,0,945,3288,4160,419,3324,0,1289,0,725,0,0,0,0,0,0,282,0,0,0,2805,1170,2689,819,998,294,0,0,87,6103,157,2972,487,0,0,0,324,10805,0,715,1832,1392,647,0,62,0,0,0,0,238,2416,1291,0,136,90,1110,0,0,3,0,0,0,0,0,0,4500,0,0,0,9152,5366,487,0,0,3971,0,0,0,0,11663,0,12355,6312,0,0,0,0,0,0,0,0,0,0,0,0,244,0,1610,0,0,0,0,0
"lm82 mapping",740,815,0,0,0,198,0,138,2074,116,867,17,511,0,892,401,806,3,0,0,137,0,119,1,0,4,132,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,549,0,1433,782,0,184,813,0,122,4,2,107,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,417,1,1,0,256,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101,382,0,0,0,0,0,99,0,0,0,0,0,0,77,229,57,154,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,282,931,563,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,3085,0,0,0,0,431,0,0,1545,2289,0,0,0,6,0,0,0,800,5561,0,0,0,0,0,0,0,71,145,0,0,190,304,450,0,0,0,0,0,0,0,0,0,531,0,0,0,0,2577,0,0,0,2168,0,0,0,0,6041,0,0,1804,0,0,0,0,0,0,0,0,0,0,0,222,0,0,663,0,0,0,0,0
"lm83 mapping",2418,2460,990,0,0,59,168,115,1624,213,1274,1,523,0,990,1122,599,756,10,57437,2956,1550,3914,129,800,170,3576,600,1681,1119,0,1652,0,3203,0,0,618,0,0,0,0,5695,0,3986,85,0,2911,3294,0,0,0,0,287475,236,0,4820,0,0,0,833,0,0,143,81,3250,831,0,0,0,0,0,24059,0,0,0,0,721,1493,0,2692,1279,0,0,0,0,0,0,0,0,66,0,0,0,271,0,0,1032,0,0,0,2123,403,15,0,0,0,0,556,1895,178,36,738,5162,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624,0,0,0,67,177,0,33487,0,0,0,145,479,959,719,92,475,0,0,0,0,0,0,0,0,0,0,0,0,0,3507,0,1643,482,1079,1746,5742,9484,1450,0,993,0,0,0,0,20327,0,0,0,0,79,2204,6221,1933,1027,27,2905,0,0,846,3429,3939,6418,2141,0,0,0,0,2626,31,8073,5709,1858,1085,142,661,0,4652,915,0,0,78,0,140,490,76,1017,0,0,7,0,0,0,0,0,0,4346,5811,0,0,0,4404,5450,0,2445,5214,0,0,0,0,36059,10009,0,11366,0,0,0,0,0,0,0,0,0,0,0,1005,0,0,1436,0,0,0,0,0
"lm84 mapping",524,304,0,0,0,17,0,108,975,194,657,0,71,281,624,43,0,2,0,0,35,0,1,0,0,0,83,0,2,0,0,0,0,2848,0,0,0,0,0,0,0,188,0,0,24,0,0,0,0,0,0,0,0,1,0,856,0,0,0,0,30,0,15,9,963,146,0,0,0,0,0,0,0,0,0,0,0,2027,0,682,697,0,0,0,0,0,0,1173,0,163,0,0,0,0,0,0,0,298,0,2742,0,4868,0,0,0,296,0,2235,596,551,0,1739,172,5905,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,22,881,0,173,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,0,0,793,982,0,2300,0,425,0,0,0,0,0,0,981,0,0,0,3101,984,0,0,108,491,0,0,0,3643,1153,0,0,0,0,0,0,3446,0,1021,64,0,1796,0,0,0,0,0,0,0,0,155,97,0,0,223,0,0,0,0,183,0,0,0,0,0,0,0,0,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,0,0,0,0,0
"lm85 mapping",3606,5426,3138,345,1141,1443,571,127,7066,252,1416,210,520,0,3031,638,882,2115,221,0,1999,760,1861,15,1087,181,1108,0,702,798,0,1661,0,7191,0,0,1904,0,0,0,22,2083,0,973,4127,2245,408,988,0,0,0,0,0,2705,0,5329,784,0,203,977,10,423,54,339,3827,1791,0,0,0,0,0,0,0,0,0,0,6313,2000,3034,4448,3512,0,0,0,0,0,3571,0,0,468,0,0,0,296,0,66,4149,15412,3973,0,4232,6391,42,0,0,438,2648,3090,5165,5042,2564,3527,13348,6585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91417,0,0,0,0,0,0,0,3440,0,0,0,2534,0,0,975,423,0,0,392,105,541,71895,22,4774,0,2252,3351,4823,3047,3555,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3677,2357,5580,3863,16920,11337,5784,0,5927,0,0,0,0,0,0,165,0,118,774,6475,8694,6830,9506,1866,3206,3097,0,3013,12117,6352,10472,13166,0,3329,123,673,19360,0,11490,14151,20984,1015,0,33091,0,7503,3676,0,323,279,565,0,84063,1234,3750,12128,2054,22,832,0,0,0,0,0,2527,0,83872,0,0,11057,6849,0,7234,4566,0,0,0,138353,36061,4644,0,7682,0,0,0,0,0,0,0,0,0,0,0,84,0,0,5983,0,0,0,0,0
"lm86 mapping",2204,2987,154,0,86,209,0,13053,4829,1547,2136,1,1562,0,2040,1126,624,42,52,348,220,32,344,3,0,47,428,0,173,1455,0,3800,42891,2514,0,17266,0,0,104,0,38078,5660,8944,2292,80,0,1781,3298,1039,3023,0,0,0,1639,388,2577,4033,269,105,1502,4,1563,74,1153,1418,1053,0,0,0,0,0,0,0,0,0,181,874,6178,6648,422,3597,0,0,216944,0,0,0,989,0,629,0,204,0,829,0,0,425,286,0,7181,0,4216,0,12,0,427,0,1758,2863,1702,15,4219,4070,7454,0,0,0,246,0,0,0,0,0,3360,0,0,0,0,0,0,0,0,0,0,60909,0,0,0,0,0,0,2990,0,1213,438,0,0,12611,75,20,0,4,3815,0,477,2332,751,3451,3080,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3244,216,2710,2223,3333,0,2997,0,1616,0,0,0,0,0,0,0,0,0,271,6094,10696,5052,6677,185,4949,0,0,11740,7165,7585,3491,11099,0,5598,0,21939,5764,970,15165,6711,12658,0,0,0,0,38783,1202,0,393,0,0,465,681,424,2064,389,1851,16,51,3439,77227,0,1710,0,2993,6629,0,0,423,10688,6746,0,0,2579,0,0,0,0,20525,7456,4618,4199,0,4646,0,0,0,0,0,0,0,0,0,0,0,0,3728,0,0,0,0,0
